id,name,description
Collectible_Crystal2_Aged_Blue,낡은 길쭉한 청옥 원석,바위에서 캐낸 보석 원석이다. 푸른 빛이 차갑게 빛난다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mug1_Fine_Bronze,밋밋한 청동 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 청동 특유의 푸른 녹이 앉았다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Cross2_Fine_Metal,장식이 새겨진 강철 십자가,신앙의 상징으로 몸에 지녔을 십자가다. 단단한 강철로 벼려졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mug2_Aged_Mixed,낡은 무늬가 도드라진 장식 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 여러 재질을 덧대어 만들었다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Goldbar2_Aged_Bronze,낡은 작은 청동 금속괴,교역과 보관을 위해 반듯하게 주조된 금속 덩이다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask5_Bronze,웃는 얼굴의 청동 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 청동 특유의 푸른 녹이 앉았다.
Collectible_Crystal3_Aged_Red,낡은 뭉툭한 홍옥 원석,바위에서 캐낸 보석 원석이다. 붉은 빛이 선명하다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask1_Wood2,민무늬 목제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 나무 결이 물에 불어 부드럽다.
Collectible_Mask1_Bronze,민무늬 청동 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 청동 특유의 푸른 녹이 앉았다.
Collectible_Crown_Aged_Metal,낡은 강철 왕관,한때 누군가의 머리를 장식했을 왕관이다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Cross1_Fine_Silver,단순한 은 십자가,신앙의 상징으로 몸에 지녔을 십자가다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Goldbar1_Fine_Bronze,큰 청동 금속괴,교역과 보관을 위해 반듯하게 주조된 금속 덩이다. 청동 특유의 푸른 녹이 앉았다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Cross1_Fine_Gold,단순한 황금 십자가,신앙의 상징으로 몸에 지녔을 십자가다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Wand_Aged_Gold,낡은 황금 장식봉,끝에 장식을 물린 의례용 지팡이로 짐작된다. 도금이 아직 은은하게 남아 있다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask4_Bronze,무늬가 새겨진 청동 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 청동 특유의 푸른 녹이 앉았다.
Collectible_Necklace_Rope2_Fine_Black,짧은 흑요석 목걸이,"구슬을 꿴 목걸이로, 끈이 삭았어도 알은 온전하다. 검은 표면이 빛을 삼킨다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Mask3_Wood2,뿔 달린 목제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 나무 결이 물에 불어 부드럽다.
Collectible_Amulet4_Fine_Bronze,투박한 청동 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 청동 특유의 푸른 녹이 앉았다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Necklace_Rope1_Fine_Gold,길게 늘어뜨린 황금 목걸이,"구슬을 꿴 목걸이로, 끈이 삭았어도 알은 온전하다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Mask6_Silver,우는 얼굴의 은 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 은빛 표면에 검게 산화된 얼룩이 번졌다.
Collectible_Mask4_Silver,무늬가 새겨진 은 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 은빛 표면에 검게 산화된 얼룩이 번졌다.
Collectible_Amulet1_Fine_Bronze,둥근 청동 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 청동 특유의 푸른 녹이 앉았다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Crystal1_Aged_Green,낡은 뾰족한 녹옥 원석,바위에서 캐낸 보석 원석이다. 초록빛이 물속에서 은은하다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Crystal_Amulet1_Aged_Bronze,낡은 청동 보석 부적,보석을 박아 넣은 부적이다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Amulet3_Aged_Mixed,낡은 세공이 화려한 장식 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 여러 재질을 덧대어 만들었다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Cross2_Aged_Bronze,낡은 장식이 새겨진 청동 십자가,신앙의 상징으로 몸에 지녔을 십자가다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Necklace_Rope1_Fine_White,길게 늘어뜨린 백색 목걸이,"구슬을 꿴 목걸이로, 끈이 삭았어도 알은 온전하다. 맑고 투명한 빛을 띤다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Cup2_Fine_Silver,굽이 높은 은 굽잔,귀한 자리에서 술이나 물을 담던 잔이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mask5_Gold,웃는 얼굴의 황금 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 도금이 아직 은은하게 남아 있다.
Collectible_Mask4_Porcelain,무늬가 새겨진 자기 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 매끈한 자기 표면에 잔금이 갔다.
Collectible_Mug2_Aged_Bronze,낡은 무늬가 도드라진 청동 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Crystal4_Fine_Black,자잘한 흑요석 원석,바위에서 캐낸 보석 원석이다. 검은 표면이 빛을 삼킨다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Medallion_Fine_Bronze,청동 메달,"문양이 새겨진 원형 메달로, 신분이나 소속을 나타냈을 것이다. 청동 특유의 푸른 녹이 앉았다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Crystal4_Fine_White,자잘한 백색 원석,바위에서 캐낸 보석 원석이다. 맑고 투명한 빛을 띤다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Amulet2_Aged_Mixed,낡은 길쭉한 장식 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 여러 재질을 덧대어 만들었다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Cup1_Aged_Metal,낡은 낮은 강철 굽잔,귀한 자리에서 술이나 물을 담던 잔이다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Amulet2_Fine_Bronze,길쭉한 청동 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 청동 특유의 푸른 녹이 앉았다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mask1_Porcelain,민무늬 자기 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 매끈한 자기 표면에 잔금이 갔다.
Collectible_Goldbar1_Fine_Gold,큰 황금 금속괴,교역과 보관을 위해 반듯하게 주조된 금속 덩이다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Amulet1_Aged_Bronze,낡은 둥근 청동 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Crystal1_Aged_Blue,낡은 뾰족한 청옥 원석,바위에서 캐낸 보석 원석이다. 푸른 빛이 차갑게 빛난다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Goldbar2_Fine_Silver,작은 은 금속괴,교역과 보관을 위해 반듯하게 주조된 금속 덩이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Crystal2_Aged_Green,낡은 길쭉한 녹옥 원석,바위에서 캐낸 보석 원석이다. 초록빛이 물속에서 은은하다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask3_Silver,뿔 달린 은 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 은빛 표면에 검게 산화된 얼룩이 번졌다.
Collectible_Mask3_Clay,뿔 달린 토제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 구운 흙의 투박한 질감이 남았다.
Collectible_Mask1_Wood1,민무늬 목제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 나무 결이 물에 불어 부드럽다.
Collectible_Crystal_Amulet1_Fine_Gold,황금 보석 부적,보석을 박아 넣은 부적이다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Medallion_Fine_Gold,황금 메달,"문양이 새겨진 원형 메달로, 신분이나 소속을 나타냈을 것이다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Mask5_Wood1,웃는 얼굴의 목제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 나무 결이 물에 불어 부드럽다.
Collectible_Medallion_Aged_Silver,낡은 은 메달,"문양이 새겨진 원형 메달로, 신분이나 소속을 나타냈을 것이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Amulet4_Fine_Mixed,투박한 장식 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 여러 재질을 덧대어 만들었다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mask2_Wood1,긴 부리 모양의 목제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 나무 결이 물에 불어 부드럽다.
Collectible_Crystal_Amulet1_Aged_Gold,낡은 황금 보석 부적,보석을 박아 넣은 부적이다. 도금이 아직 은은하게 남아 있다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask6_Wood2,우는 얼굴의 목제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 나무 결이 물에 불어 부드럽다.
Collectible_Mask6_Clay,우는 얼굴의 토제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 구운 흙의 투박한 질감이 남았다.
Collectible_Cross2_Fine_Silver,장식이 새겨진 은 십자가,신앙의 상징으로 몸에 지녔을 십자가다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mug2_Aged_Metal,낡은 무늬가 도드라진 강철 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Crystal_Amulet1_Fine_Metal,강철 보석 부적,보석을 박아 넣은 부적이다. 단단한 강철로 벼려졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Amulet3_Aged_Metal,낡은 세공이 화려한 강철 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Amulet1_Aged_Metal,낡은 둥근 강철 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask4_Wood2,무늬가 새겨진 목제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 나무 결이 물에 불어 부드럽다.
Collectible_Crystal_Amulet1_Aged_Silver,낡은 은 보석 부적,보석을 박아 넣은 부적이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Wand_Fine_Gold,황금 장식봉,끝에 장식을 물린 의례용 지팡이로 짐작된다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Cross2_Aged_Silver,낡은 장식이 새겨진 은 십자가,신앙의 상징으로 몸에 지녔을 십자가다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Crown_Fine_Gold,황금 왕관,한때 누군가의 머리를 장식했을 왕관이다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Amulet5_Aged_Bronze,낡은 작은 청동 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Crystal_Amulet2_Aged_Silver,낡은 은 보석 부적,보석을 박아 넣은 부적이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Medallion_Aged_Bronze,낡은 청동 메달,"문양이 새겨진 원형 메달로, 신분이나 소속을 나타냈을 것이다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Mug1_Aged_Gold,낡은 밋밋한 황금 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 도금이 아직 은은하게 남아 있다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Cup1_Fine_Mixed,낮은 장식 굽잔,귀한 자리에서 술이나 물을 담던 잔이다. 여러 재질을 덧대어 만들었다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Cup2_Fine_Metal,굽이 높은 강철 굽잔,귀한 자리에서 술이나 물을 담던 잔이다. 단단한 강철로 벼려졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Crystal4_Aged_Red,낡은 자잘한 홍옥 원석,바위에서 캐낸 보석 원석이다. 붉은 빛이 선명하다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Crystal4_Fine_Red,자잘한 홍옥 원석,바위에서 캐낸 보석 원석이다. 붉은 빛이 선명하다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mug1_Fine_Silver,밋밋한 은 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Mask2_Clay,긴 부리 모양의 토제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 구운 흙의 투박한 질감이 남았다.
Collectible_Mug2_Aged_Silver,낡은 무늬가 도드라진 은 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Necklace_Rope1_Fine_Green,길게 늘어뜨린 녹옥 목걸이,"구슬을 꿴 목걸이로, 끈이 삭았어도 알은 온전하다. 초록빛이 물속에서 은은하다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Mask6_Bronze,우는 얼굴의 청동 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 청동 특유의 푸른 녹이 앉았다.
Collectible_Wand_Fine_Metal,강철 장식봉,끝에 장식을 물린 의례용 지팡이로 짐작된다. 단단한 강철로 벼려졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Medallion_Fine_Silver,은 메달,"문양이 새겨진 원형 메달로, 신분이나 소속을 나타냈을 것이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Mask1_Silver,민무늬 은 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 은빛 표면에 검게 산화된 얼룩이 번졌다.
Collectible_Necklace_Rope1_Fine_Violet,길게 늘어뜨린 자수정 목걸이,"구슬을 꿴 목걸이로, 끈이 삭았어도 알은 온전하다. 보랏빛이 깊게 어린다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Crystal4_Fine_Violet,자잘한 자수정 원석,바위에서 캐낸 보석 원석이다. 보랏빛이 깊게 어린다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Cup2_Fine_Gold,굽이 높은 황금 굽잔,귀한 자리에서 술이나 물을 담던 잔이다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Goldbar1_Aged_Gold,낡은 큰 황금 금속괴,교역과 보관을 위해 반듯하게 주조된 금속 덩이다. 도금이 아직 은은하게 남아 있다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask2_Wood2,긴 부리 모양의 목제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 나무 결이 물에 불어 부드럽다.
Collectible_Crystal_Amulet1_Fine_Silver,은 보석 부적,보석을 박아 넣은 부적이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Wand_Aged_Bronze,낡은 청동 장식봉,끝에 장식을 물린 의례용 지팡이로 짐작된다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask5_Metal,웃는 얼굴의 강철 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 단단한 강철로 벼려졌다.
Collectible_Mug1_Aged_Bronze,낡은 밋밋한 청동 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Mug2_Fine_Gold,무늬가 도드라진 황금 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Goldbar1_Fine_Silver,큰 은 금속괴,교역과 보관을 위해 반듯하게 주조된 금속 덩이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Amulet4_Aged_Bronze,낡은 투박한 청동 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask5_Clay,웃는 얼굴의 토제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 구운 흙의 투박한 질감이 남았다.
Collectible_Cup1_Aged_Silver,낡은 낮은 은 굽잔,귀한 자리에서 술이나 물을 담던 잔이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mug2_Aged_Gold,낡은 무늬가 도드라진 황금 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 도금이 아직 은은하게 남아 있다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Goldbar2_Aged_Gold,낡은 작은 황금 금속괴,교역과 보관을 위해 반듯하게 주조된 금속 덩이다. 도금이 아직 은은하게 남아 있다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Crystal_Amulet2_Fine_Gold,황금 보석 부적,보석을 박아 넣은 부적이다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Crystal_Amulet2_Aged_Bronze,낡은 청동 보석 부적,보석을 박아 넣은 부적이다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Wand_Aged_Silver,낡은 은 장식봉,끝에 장식을 물린 의례용 지팡이로 짐작된다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Crystal4_Aged_White,낡은 자잘한 백색 원석,바위에서 캐낸 보석 원석이다. 맑고 투명한 빛을 띤다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Amulet2_Aged_Bronze,낡은 길쭉한 청동 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 청동 특유의 푸른 녹이 앉았다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Amulet3_Fine_Gold,세공이 화려한 황금 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mask2_Gold,긴 부리 모양의 황금 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 도금이 아직 은은하게 남아 있다.
Collectible_Mask1_Metal,민무늬 강철 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 단단한 강철로 벼려졌다.
Collectible_Cup2_Aged_Metal,낡은 굽이 높은 강철 굽잔,귀한 자리에서 술이나 물을 담던 잔이다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Medallion_Aged_Gold,낡은 황금 메달,"문양이 새겨진 원형 메달로, 신분이나 소속을 나타냈을 것이다. 도금이 아직 은은하게 남아 있다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Cross1_Fine_Bronze,단순한 청동 십자가,신앙의 상징으로 몸에 지녔을 십자가다. 청동 특유의 푸른 녹이 앉았다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mask5_Silver,웃는 얼굴의 은 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 은빛 표면에 검게 산화된 얼룩이 번졌다.
Collectible_Goldbar1_Aged_Silver,낡은 큰 은 금속괴,교역과 보관을 위해 반듯하게 주조된 금속 덩이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Wand_Fine_Bronze,청동 장식봉,끝에 장식을 물린 의례용 지팡이로 짐작된다. 청동 특유의 푸른 녹이 앉았다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mask1_Gold,민무늬 황금 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 도금이 아직 은은하게 남아 있다.
Collectible_Mask5_Porcelain,웃는 얼굴의 자기 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 매끈한 자기 표면에 잔금이 갔다.
Collectible_Mug1_Aged_Metal,낡은 밋밋한 강철 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Crystal4_Fine_Green,자잘한 녹옥 원석,바위에서 캐낸 보석 원석이다. 초록빛이 물속에서 은은하다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mug2_Fine_Silver,무늬가 도드라진 은 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Medallion_Aged_Metal,낡은 강철 메달,"문양이 새겨진 원형 메달로, 신분이나 소속을 나타냈을 것이다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Amulet2_Fine_Silver,길쭉한 은 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mask1_Clay,민무늬 토제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 구운 흙의 투박한 질감이 남았다.
Collectible_Cup2_Aged_Silver,낡은 굽이 높은 은 굽잔,귀한 자리에서 술이나 물을 담던 잔이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask4_Gold,무늬가 새겨진 황금 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 도금이 아직 은은하게 남아 있다.
Collectible_Amulet1_Fine_Silver,둥근 은 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 은빛 표면에 검게 산화된 얼룩이 번졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다.
Collectible_Mask6_Porcelain,우는 얼굴의 자기 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 매끈한 자기 표면에 잔금이 갔다.
Collectible_Medallion_Fine_Metal,강철 메달,"문양이 새겨진 원형 메달로, 신분이나 소속을 나타냈을 것이다. 단단한 강철로 벼려졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Mask3_Wood1,뿔 달린 목제 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 나무 결이 물에 불어 부드럽다.
Collectible_Mask2_Silver,긴 부리 모양의 은 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 은빛 표면에 검게 산화된 얼룩이 번졌다.
Collectible_Necklace_Rope1_Fine_Red,길게 늘어뜨린 홍옥 목걸이,"구슬을 꿴 목걸이로, 끈이 삭았어도 알은 온전하다. 붉은 빛이 선명하다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Mug1_Fine_Gold,밋밋한 황금 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 도금이 아직 은은하게 남아 있다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Wand_Aged_Metal,낡은 강철 장식봉,끝에 장식을 물린 의례용 지팡이로 짐작된다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Necklace_Rope1_Aged_Gold,낡은 길게 늘어뜨린 황금 목걸이,"구슬을 꿴 목걸이로, 끈이 삭았어도 알은 온전하다. 도금이 아직 은은하게 남아 있다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Necklace_Rope2_Aged_Black,낡은 짧은 흑요석 목걸이,"구슬을 꿴 목걸이로, 끈이 삭았어도 알은 온전하다. 검은 표면이 빛을 삼킨다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Mask6_Gold,우는 얼굴의 황금 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 도금이 아직 은은하게 남아 있다.
Collectible_Mug2_Fine_Metal,무늬가 도드라진 강철 손잡이 잔,"손잡이가 달린 두툼한 술잔으로, 뱃사람이 쓰던 것으로 보인다. 단단한 강철로 벼려졌다. 보존 상태가 좋아 원형을 잘 간직하고 있다."
Collectible_Necklace_Rope2_Aged_White,낡은 짧은 백색 목걸이,"구슬을 꿴 목걸이로, 끈이 삭았어도 알은 온전하다. 맑고 투명한 빛을 띤다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다."
Collectible_Goldbar1_Aged_Metal,낡은 큰 강철 금속괴,교역과 보관을 위해 반듯하게 주조된 금속 덩이다. 단단한 강철로 벼려졌다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Amulet4_Aged_Gold,낡은 투박한 황금 부적,나쁜 기운을 막으려 몸에 지녔던 부적이다. 도금이 아직 은은하게 남아 있다. 오랜 세월 바닷물에 잠겨 여기저기 삭았다.
Collectible_Mask6_Metal,우는 얼굴의 강철 가면,의식이나 연회에서 얼굴을 가리던 가면이다. 단단한 강철로 벼려졌다.
